DB010,DB020,DB030,DB040,DB040_F,DB090,DB090_F,DB100,DB100_F
2023,ES,378,ES61,1,2371.00001,1,3,1
2023,ES,379,ES61,1,1790.65679,1,3,1
2023,ES,380,ES61,1,2632.09038,1,3,1
2023,ES,381,ES61,1,3177.70091,1,3,1
2023,ES,382,ES41,1,880.46192,1,3,1
2023,ES,383,ES41,1,1248.67653,1,3,1
2023,ES,384,ES41,1,672.90281,1,3,1
2023,ES,385,ES41,1,959.62665,1,3,1
2023,ES,386,ES41,1,695.06388,1,1,1
2023,ES,387,ES41,1,1763.05992,1,1,1
2023,ES,388,ES41,1,863.47580,1,1,1
2023,ES,389,ES41,1,546.90339,1,1,1
2023,ES,390,ES41,1,683.28718,1,1,1
2023,ES,392,ES41,1,512.71719,1,1,1
2023,ES,393,ES41,1,801.88326,1,1,1
2023,ES,394,ES41,1,589.76626,1,1,1
2023,ES,395,ES41,1,478.59522,1,1,1
2023,ES,396,ES41,1,1305.70954,1,1,1
2023,ES,397,ES41,1,824.78409,1,3,1
2023,ES,398,ES41,1,1418.93858,1,1,1
2023,ES,399,ES41,1,649.09416,1,1,1
2023,ES,400,ES41,1,973.57649,1,1,1
2023,ES,401,ES41,1,867.75166,1,1,1
2023,ES,402,ES41,1,619.81397,1,1,1
2023,ES,403,ES41,1,793.15402,1,1,1
2023,ES,404,ES41,1,353.36962,1,1,1
2023,ES,405,ES41,1,416.11814,1,1,1
2023,ES,406,ES41,1,837.51578,1,1,1
2023,ES,407,ES41,1,1178.45614,1,1,1
2023,ES,408,ES41,1,777.43016,1,3,1
2023,ES,409,ES41,1,1120.23032,1,3,1
2023,ES,410,ES41,1,1363.72859,1,3,1
2023,ES,411,ES41,1,912.88795,1,3,1
2023,ES,412,ES41,1,1120.23032,1,3,1
2023,ES,413,ES41,1,1471.48700,1,3,1
2023,ES,414,ES41,1,626.49695,1,3,1
2023,ES,415,ES41,1,521.78719,1,3,1
2023,ES,416,ES41,1,412.37331,1,3,1
2023,ES,417,ES41,1,1120.23032,1,3,1
2023,ES,419,ES41,1,472.04004,1,3,1
2023,ES,420,ES41,1,848.34127,1,2,1
2023,ES,421,ES41,1,696.80047,1,2,1
2023,ES,422,ES41,1,759.14888,1,2,1
2023,ES,423,ES41,1,1101.63668,1,2,1
2023,ES,425,ES41,1,456.19046,1,3,1
2023,ES,426,ES41,1,449.28748,1,3,1
2023,ES,427,ES41,1,1195.22570,1,3,1
2023,ES,428,ES41,1,521.78719,1,3,1
2023,ES,429,ES41,1,659.23520,1,3,1
2023,ES,430,ES41,1,456.19046,1,3,1
2023,ES,431,ES41,1,912.88795,1,3,1
2023,ES,432,ES41,1,785.86786,1,3,1
2023,ES,433,ES41,1,1190.29081,1,3,1
2023,ES,434,ES41,1,331.26351,1,3,1
2023,ES,435,ES41,1,504.75171,1,3,1
2023,ES,436,ES41,1,2260.46590,1,3,1
2023,ES,437,ES41,1,813.32492,1,3,1
2023,ES,438,ES41,1,1120.23032,1,3,1
2023,ES,440,ES43,1,897.91229,1,2,1
2023,ES,441,ES43,1,476.16111,1,2,1
2023,ES,442,ES43,1,570.66497,1,2,1
2023,ES,443,ES43,1,340.13328,1,1,1
2023,ES,444,ES43,1,645.72811,1,1,1
2023,ES,445,ES43,1,194.90747,1,1,1
2023,ES,446,ES43,1,444.83620,1,1,1
2023,ES,447,ES43,1,626.96562,1,1,1
2023,ES,448,ES43,1,539.00768,1,1,1
2023,ES,449,ES43,1,215.88146,1,1,1
2023,ES,450,ES43,1,466.20746,1,1,1
2023,ES,451,ES43,1,408.56746,1,1,1
2023,ES,453,ES43,1,762.10864,1,1,1
2023,ES,454,ES43,1,448.79692,1,1,1
2023,ES,455,ES43,1,596.06347,1,1,1
2023,ES,456,ES43,1,468.43680,1,1,1
2023,ES,457,ES43,1,728.36789,1,1,1
2023,ES,458,ES43,1,524.32646,1,1,1
2023,ES,459,ES43,1,407.89031,1,1,1
2023,ES,460,ES43,1,517.54557,1,1,1
2023,ES,461,ES43,1,1033.63442,1,1,1
2023,ES,462,ES43,1,210.75754,1,1,1
2023,ES,463,ES43,1,492.18530,1,1,1
2023,ES,464,ES43,1,350.03005,1,1,1
2023,ES,466,ES43,1,330.89575,1,1,1
2023,ES,467,ES43,1,613.70124,1,3,1
2023,ES,468,ES43,1,419.90041,1,3,1
2023,ES,469,ES43,1,635.04168,1,3,1
2023,ES,470,ES43,1,790.18736,1,3,1
2023,ES,471,ES43,1,520.30516,1,3,1
2023,ES,472,ES43,1,631.23632,1,3,1
2023,ES,473,ES43,1,336.64491,1,3,1
2023,ES,474,ES43,1,578.19005,1,3,1
2023,ES,475,ES43,1,287.98881,1,3,1
2023,ES,476,ES43,1,283.67335,1,3,1
2023,ES,477,ES43,1,362.35551,1,3,1
2023,ES,478,ES43,1,226.81499,1,1,1
2023,ES,479,ES43,1,391.73322,1,1,1
2023,ES,480,ES43,1,528.22410,1,1,1
2023,ES,481,ES43,1,424.59798,1,1,1
2023,ES,482,ES43,1,448.57941,1,1,1
2023,ES,483,ES43,1,1475.50934,1,2,1
2023,ES,484,ES43,1,487.67041,1,2,1
2023,ES,485,ES43,1,631.23632,1,2,1
2023,ES,486,ES43,1,1058.24554,1,2,1
2023,ES,488,ES43,1,682.59122,1,2,1
2023,ES,489,ES43,1,477.52080,1,3,1
2023,ES,490,ES43,1,631.23632,1,3,1
2023,ES,491,ES43,1,572.30391,1,3,1
2023,ES,492,ES43,1,631.23632,1,3,1
2023,ES,493,ES43,1,640.19651,1,3,1
2023,ES,494,ES43,1,365.53964,1,1,1
2023,ES,496,ES43,1,395.92288,1,1,1
2023,ES,497,ES43,1,499.17171,1,1,1
2023,ES,498,ES43,1,490.03451,1,1,1
2023,ES,499,ES43,1,465.59300,1,1,1
2023,ES,500,ES43,1,329.65193,1,1,1
2023,ES,501,ES43,1,380.24461,1,1,1
2023,ES,502,ES43,1,455.85234,1,1,1
2023,ES,503,ES43,1,699.23853,1,1,1
2023,ES,504,ES43,1,340.72024,1,1,1
2023,ES,505,ES43,1,1223.93730,1,1,1
2023,ES,506,ES43,1,363.93944,1,1,1
2023,ES,507,ES43,1,749.81864,1,1,1
2023,ES,508,ES43,1,1425.61629,1,1,1
2023,ES,509,ES43,1,565.90857,1,1,1
2023,ES,510,ES43,1,542.43960,1,1,1
2023,ES,511,ES43,1,902.13195,1,1,1
2023,ES,512,ES43,1,761.92887,1,1,1
2023,ES,513,ES43,1,294.55431,1,1,1
2023,ES,514,ES43,1,483.05950,1,1,1
2023,ES,515,ES43,1,204.67991,1,1,1
2023,ES,516,ES43,1,931.68828,1,1,1
2023,ES,517,ES43,1,931.68828,1,1,1
2023,ES,518,ES43,1,819.78385,1,1,1
2023,ES,519,ES43,1,1079.60444,1,1,1
2023,ES,520,ES43,1,695.81659,1,1,1
2023,ES,521,ES43,1,544.76107,1,1,1
2023,ES,523,ES43,1,481.10097,1,1,1
2023,ES,524,ES43,1,348.18079,1,2,1
2023,ES,525,ES43,1,638.53032,1,2,1
2023,ES,526,ES43,1,636.08919,1,2,1
2023,ES,527,ES43,1,490.65953,1,2,1
2023,ES,529,ES43,1,1153.34333,1,2,1
2023,ES,530,ES43,1,690.96288,1,2,1
2023,ES,531,ES43,1,452.24923,1,2,1
2023,ES,532,ES43,1,865.06202,1,2,1
2023,ES,533,ES43,1,598.41765,1,2,1
2023,ES,534,ES43,1,224.75270,1,1,1
2023,ES,535,ES43,1,585.38746,1,2,1
2023,ES,536,ES43,1,678.88132,1,2,1
2023,ES,537,ES43,1,231.81592,1,2,1
2023,ES,538,ES43,1,759.96723,1,2,1
2023,ES,539,ES43,1,1608.43768,1,2,1
2023,ES,541,ES43,1,1243.82720,1,2,1
2023,ES,542,ES43,1,542.21139,1,2,1
2023,ES,543,ES43,1,666.70438,1,2,1
2023,ES,544,ES43,1,656.83972,1,2,1
2023,ES,545,ES43,1,571.51739,1,2,1
2023,ES,546,ES43,1,1759.47361,1,2,1
2023,ES,547,ES43,1,523.99497,1,2,1
2023,ES,548,ES43,1,817.85920,1,3,1
2023,ES,549,ES43,1,591.50223,1,3,1
2023,ES,550,ES43,1,1077.25788,1,3,1
2023,ES,552,ES43,1,275.88497,1,3,1
2023,ES,553,ES43,1,379.62989,1,3,1
2023,ES,555,ES43,1,351.69598,1,3,1
2023,ES,556,ES43,1,487.67041,1,3,1
2023,ES,557,ES43,1,395.51245,1,3,1
2023,ES,558,ES43,1,584.63865,1,3,1
2023,ES,559,ES43,1,332.42217,1,3,1
2023,ES,560,ES43,1,630.56732,1,3,1
2023,ES,561,ES43,1,384.05513,1,3,1
2023,ES,562,ES43,1,1325.65436,1,3,1
2023,ES,563,ES43,1,564.34100,1,3,1
2023,ES,564,ES43,1,463.70436,1,3,1
2023,ES,565,ES43,1,397.04104,1,3,1
2023,ES,566,ES43,1,392.01849,1,3,1
2023,ES,567,ES43,1,1047.13586,1,3,1
2023,ES,568,ES43,1,640.19651,1,3,1
2023,ES,570,ES43,1,773.69923,1,2,1
2023,ES,571,ES43,1,666.70438,1,2,1
2023,ES,572,ES43,1,1140.02186,1,2,1
2023,ES,573,ES43,1,528.32886,1,2,1
2023,ES,574,ES43,1,467.40832,1,2,1
2023,ES,575,ES43,1,332.42217,1,2,1
2023,ES,576,ES43,1,380.26161,1,2,1
2023,ES,577,ES43,1,631.23632,1,2,1
2023,ES,578,ES43,1,386.55073,1,3,1
2023,ES,579,ES43,1,590.64714,1,3,1
2023,ES,580,ES43,1,884.04840,1,3,1
2023,ES,581,ES43,1,631.23632,1,3,1
2023,ES,582,ES43,1,576.44410,1,3,1
2023,ES,583,ES43,1,375.45109,1,2,1
2023,ES,584,ES43,1,497.93784,1,2,1
2023,ES,585,ES43,1,492.31620,1,2,1
